table;index;english;translation
character_appearance;68;Piercing;Perforación
character_appearance;69;Powerful;Poderoso
character_appearance;70;Professional;Profesional
character_appearance;71;Reassuring;tranquilizador
character_appearance;72;Regal;Real
character_appearance;73;Remarkable;Notable
character_appearance;74;Rough;Bruto
character_appearance;75;Rustic;Rústico
character_appearance;76;Scar;Cicatriz
character_appearance;77;Scary;Aterrador
character_appearance;78;Scented;Perfumado
character_appearance;79;Scholarly;Erudito
character_appearance;80;Short;Corto
character_appearance;81;Simple;Simple
character_appearance;82;Sinister;Siniestro
character_appearance;83;Small;Pequeño
character_appearance;84;Smelly;Maloliente
character_appearance;85;Stocky;Rechoncho
character_appearance;86;Strange;Extraño
character_appearance;87;Striking;Sorprendentes
character_appearance;88;Strong;Fuerte
character_appearance;89;Stylish;Elegante
character_appearance;90;Tall;Alto
character_appearance;91;Tattoo;Tatuaje
character_appearance;92;Tools;Herramientas
character_appearance;93;Trendy;De moda
character_appearance;94;Unusual;Inusual
character_appearance;95;Very;Muy
character_appearance;96;Weak;Débil
character_appearance;97;Weapon;Arma
character_appearance;98;Wounded;Herido
character_appearance;99;Young;Joven
character_background;name;Character background;Fondo del personaje
character_background;0;Abandoned;Abandonado
character_background;1;Abuse;Abuso
character_background;2;Academic;Académico
character_background;3;Activity;Actividad
character_background;4;Adventurous;Aventurero
character_background;5;Adversity;Adversidad
character_background;6;Art;Arte
character_background;7;Assist;Asistir
character_background;8;Average;Promedio
character_background;9;Bad;Malo
character_background;10;Bizarre;Extraño
character_background;11;Bleak;Desolado
character_background;12;Bold;Atrevido
character_background;13;Burden;Carga
character_background;14;Business;Negocio
character_background;15;Care;Cuidado
character_background;16;Career;Carrera
character_background;17;Chaotic;Caótico
character_background;18;Cheat;Engañar
character_background;19;Combat;Combate
character_background;20;Commitment;Compromiso
character_background;21;Community;Comunidad
character_background;22;Competition;Competencia
character_background;23;Conflict;Conflicto
character_background;24;Control;Control
character_background;25;Crime;Delito
character_background;26;Damaged;Dañado
character_background;27;Danger;Peligro
character_background;28;Death;Muerte
character_background;29;Deceive;Engañar
character_background;30;Decrease;Disminuir
character_background;31;Defeated;Derrotado
character_background;32;Disaster;Desastre
character_background;33;Dispute;Disputar
character_background;34;Emotion;Emoción
character_background;35;Environment;Ambiente
character_background;36;Escape;Escapar
character_background;37;Exile;Exilio
character_background;38;Experience;Experiencia
character_background;39;Failure;Falla
character_background;40;Faith;Fe
character_background;41;Fame;Fama
character_background;42;Family;Familia
character_background;43;Fortunate;Afortunado
character_background;44;Free;Gratis
character_background;45;Freedom;Libertad
character_background;46;Friend;Amigo
character_background;47;Gifts;Regalos
character_background;48;Good;Bien
character_background;49;Guided;Guiado
character_background;50;Hard;Duro
character_background;51;Harm;Dañar
character_background;52;Harsh;Duro
character_background;53;Heal;Sanar
character_background;54;Helped;Ayudó
character_background;55;Heroic;Heroico
character_background;56;Humble;Humilde
character_background;57;Humiliation;Humillación
character_background;58;Imprisonment;Prisión
character_background;59;Independent;Independiente
character_background;60;Inherit;Heredar
character_background;61;Injury;Lesión
character_background;62;Injustice;Injusticia
character_background;63;Legal;Legal
character_background;64;Loss;Pérdida
character_background;65;Military;Militar
character_background;66;Mistake;Error
character_background;67;Mundane;Mundano
character_background;68;Nature;Naturaleza
character_background;69;Outsider;Forastero
character_background;70;Person;Persona
character_background;71;Place;Lugar
character_background;72;Poor;Pobre
character_background;73;Power;Fuerza
character_background;74;Prestige;Prestigio
character_background;75;Privilege;Privilegio
character_background;76;Pursued;Perseguido
character_background;77;Recruited;Reclutado
character_background;78;Religion;Religión
character_background;79;Rural;Rural
character_background;80;Saved;Salvado
character_background;81;Search;Buscar
character_background;82;Seclusion;Reclusión
character_background;83;Service;Servicio
character_background;84;Sheltered;Protegido
character_background;85;Skill;Habilidad
character_background;86;Strange;Extraño
character_background;87;Successful;Exitoso
character_background;88;Survival;Supervivencia
character_background;89;Tradition;Tradición
character_background;90;Training;Capacitación
character_background;91;Trauma;Trauma
character_background;92;Travel;Viajar
character_background;93;Urban;Urbano
character_background;94;War;Guerra
character_background;95;Wealth;Poder
character_background;96;Wild;Salvaje
character_background;97;Work;Trabajar
character_background;98;Wounded;Herido
character_background;99;Youth;Juventud
character_conversations;name;Character conversations;Conversaciones de personajes
character_conversations;0;Abuse;Abuso
character_conversations;1;Advice;Consejo
character_conversations;2;Aggressive;Agresivo
character_conversations;3;Agree;Aceptar
character_conversations;4;Amusing;Divertido
character_conversations;5;Angry;Enojado
character_conversations;6;Anxious;Ansioso
character_conversations;7;Assist;Asistir
character_conversations;8;Awkward;Extraño
character_conversations;9;Betray;Traicionar
character_conversations;10;Bizarre;Extraño
character_conversations;11;Bleak;Desolado
character_conversations;12;Bold;Atrevido
character_conversations;13;Business;Negocio
character_conversations;14;Calm;Calma
character_conversations;15;Careful;Cuidadoso
character_conversations;16;Careless;Descuidado
character_conversations;17;Cautious;Precavido
character_conversations;18;Cheerful;Alegre
character_conversations;19;Classy;De buen tono
character_conversations;20;Cold;Frío
character_conversations;21;Colorful;Vistoso
character_conversations;22;Combative;Combativo
character_conversations;23;Crazy;Loco
character_conversations;24;Creepy;Espeluznante
character_conversations;25;Curious;Curioso
character_conversations;26;Defiant;Desafiante
character_conversations;27;Delightful;Encantador
character_conversations;28;Disagreeable;Desagradable
character_conversations;29;Dispute;Disputar
character_conversations;30;Efficient;Eficiente
character_conversations;31;Energetic;Energético
character_conversations;32;Enthusiastic;Entusiasta
character_conversations;33;Excited;Entusiasmado
character_conversations;34;Fearful;Temeroso
character_conversations;35;Fierce;Feroz
character_conversations;36;Foolish;Necio
character_conversations;37;Frantic;Frenético
character_conversations;38;Frightening;Alarmante
character_conversations;39;Generous;Generoso
character_conversations;40;Gentle;Amable
character_conversations;41;Glad;Contento
character_conversations;42;Grateful;Agradecido
character_conversations;43;Haggle;Regatear
character_conversations;44;Happy;Feliz
character_conversations;45;Harsh;Duro
character_conversations;46;Hasty;Apresurado
character_conversations;47;Helpful;Útil
character_conversations;48;Helpless;Indefenso
character_conversations;49;Hopeless;Desesperanzado
character_conversations;50;Ideas;Ideas
character_conversations;51;Inform;Informar
character_conversations;52;Innocent;Inocente
character_conversations;53;Inquire;Preguntar
character_conversations;54;Intense;Intenso
character_conversations;55;Interesting;Interesante
character_conversations;56;Intolerance;Intolerancia
character_conversations;57;Irritating;Irritante
character_conversations;58;Joyful;Alegre
character_conversations;59;Judgmental;crítico
character_conversations;60;Juvenile;Juvenil
character_conversations;61;Kind;Amable
character_conversations;62;Leadership;Liderazgo
character_conversations;63;Lie;Mentir
character_conversations;64;Loud;Alto
character_conversations;65;Loving;Cariñoso
character_conversations;66;Loyal;Leal
character_conversations;67;Macabre;Macabro
character_conversations;68;Mature;Maduro
character_conversations;69;Meaningful;Significativo
character_conversations;70;Miserable;Miserable
character_conversations;71;Mistrust;Desconfianza
character_conversations;72;Mocking;Burlón
character_conversations;73;Mundane;Mundano
character_conversations;74;Mysterious;Misterioso
character_conversations;75;News;Noticias
character_conversations;76;Nice;Lindo
character_conversations;77;Normal;Normal
character_conversations;78;Odd;Extraño
character_conversations;79;Offensive;Ofensivo
character_conversations;80;Official;Oficial
character_conversations;81;Oppose;Oponerse a
character_conversations;82;Peace;Paz
character_conversations;83;Plans;Planes
character_conversations;84;Playful;Juguetón
character_conversations;85;Polite;Educado
character_conversations;86;Positive;Positivo
character_conversations;87;Praise;Elogio
character_conversations;88;Quarrelsome;Peleón
character_conversations;89;Quiet;Tranquilo
character_conversations;90;Reassuring;tranquilizador
character_conversations;91;Refuse;Rechazar
character_conversations;92;Rude;Brusco
character_conversations;93;Rumor;Rumor
character_conversations;94;Simple;Simple
character_conversations;95;Threatening;Amenazante
character_conversations;96;Truce;Tregua
character_conversations;97;Trust;Confianza
character_conversations;98;Warm;Cálido
character_conversations;99;Wild;Salvaje
character_descriptors;name;Character descriptors;Descriptores de personajes
character_descriptors;0;Abnormal;Anormal
character_descriptors;1;Active;Activo
character_descriptors;2;Adventurous;Aventurero
character_descriptors;3;Aggressive;Agresivo
character_descriptors;4;Agreeable;Agradable
character_descriptors;5;Ally;Aliado
character_descriptors;6;Ancient;Antiguo
character_descriptors;7;Angry;Enojado
character_descriptors;8;Anxious;Ansioso
character_descriptors;9;Armed;Armado
character_descriptors;10;Aromatic;Aromático
character_descriptors;11;Arrogant;Arrogante
character_descriptors;12;Attractive;Atractivo
character_descriptors;13;Awkward;Extraño
character_descriptors;14;Beautiful;Hermoso
character_descriptors;15;Bizarre;Extraño
character_descriptors;16;Bleak;Desolado
character_descriptors;17;Bold;Atrevido
character_descriptors;18;Brave;Corajudo
character_descriptors;19;Busy;Ocupado
character_descriptors;20;Calm;Calma
character_descriptors;21;Capable;Capaz
character_descriptors;22;Careful;Cuidadoso
character_descriptors;23;Careless;Descuidado
character_descriptors;24;Caring;Cariñoso
character_descriptors;25;Cautious;Precavido
character_descriptors;26;Cheerful;Alegre
character_descriptors;27;Classy;De buen tono
character_descriptors;28;Clean;Limpio
character_descriptors;29;Clumsy;Torpe
character_descriptors;30;Colorful;Vistoso
character_descriptors;31;Combative;Combativo
character_descriptors;32;Commanding;Dominante
character_descriptors;33;Common;Común
character_descriptors;34;Competitive;Competitivo
character_descriptors;35;Confident;Seguro
character_descriptors;36;Crazy;Loco
character_descriptors;37;Curious;Curioso
character_descriptors;38;Dangerous;Peligroso
character_descriptors;39;Different;Diferente
character_descriptors;40;Difficult;Difícil
character_descriptors;41;Dirty;Sucio
character_descriptors;42;Disagreeable;Desagradable
character_descriptors;43;Disciplined;Disciplinado
character_descriptors;44;Educated;Educado
character_descriptors;45;Elegant;Elegante
character_descriptors;46;Erratic;Errático
character_descriptors;47;Exotic;Exótico
character_descriptors;48;Fancy;Elegante
character_descriptors;49;Fast;Rápido
character_descriptors;50;Foul;Falta
character_descriptors;51;Frightened;Atemorizado
character_descriptors;52;Gentle;Amable
character_descriptors;53;Harmful;Dañino
character_descriptors;54;Helpful;Útil
character_descriptors;55;Heroic;Heroico
character_descriptors;56;Humorous;Humorístico
character_descriptors;57;Hurt;Herir
character_descriptors;58;Ignorant;Ignorante
character_descriptors;59;Impulsive;Impulsivo
character_descriptors;60;Inept;Inepto
character_descriptors;61;Informative;Informativo
character_descriptors;62;Intelligent;Inteligente
character_descriptors;63;Interesting;Interesante
character_descriptors;64;Intimidating;intimidante
character_descriptors;65;Intrusive;Intruso
character_descriptors;66;Large;Grande
character_descriptors;67;Loud;Alto
character_descriptors;68;Meek;Manso
character_descriptors;69;Naive;Ingenuo
character_descriptors;70;Old;Viejo
character_descriptors;71;Passive;Pasivo
character_descriptors;72;Polite;Educado
character_descriptors;73;Poor;Pobre
character_descriptors;74;Powerful;Poderoso
character_descriptors;75;Powerless;Impotente
character_descriptors;76;Primitive;Primitivo
character_descriptors;77;Principled;De principios
character_descriptors;78;Quiet;Tranquilo
character_descriptors;79;Respectful;Respetuoso
character_descriptors;80;Rough;Bruto
character_descriptors;81;Rude;Brusco
character_descriptors;82;Simple;Simple
character_descriptors;83;Skilled;Experto
character_descriptors;84;Slow;Lento
character_descriptors;85;Small;Pequeño
character_descriptors;86;Sneaky;Furtivo
character_descriptors;87;Sophisticated;Sofisticado
character_descriptors;88;Strange;Extraño
character_descriptors;89;Strong;Fuerte
character_descriptors;90;Supportive;Apoyo
character_descriptors;91;Surprising;Sorprendente
character_descriptors;92;Sweet;Dulce
character_descriptors;93;Trained;Entrenado
character_descriptors;94;Uniformed;Uniforme
character_descriptors;95;Unusual;Inusual
character_descriptors;96;Weak;Débil
character_descriptors;97;Wealthy;Adinerado
character_descriptors;98;Wild;Salvaje
character_descriptors;99;Young;Joven
character_identity;name;Character identity;Identidad del personaje
character_identity;0;Abandoned;Abandonado
character_identity;1;Administrator;Administrador
character_identity;2;Adventurous;Aventurero
character_identity;3;Adversary;Adversario
character_identity;4;Advisor;Tutor
character_identity;5;Ally;Aliado
character_identity;6;Art;Arte
character_identity;7;Artist;Artista
character_identity;8;Assistant;Asistente
character_identity;9;Athlete;Atleta
character_identity;10;Authority;Autoridad
character_identity;11;Bureaucrat;Burócrata
character_identity;12;Business;Negocio
character_identity;13;Combatant;Combatiente
character_identity;14;Competitor;Competidor
character_identity;15;Controller;Controlador
character_identity;16;Crafter;artesano
character_identity;17;Creator;Creador
character_identity;18;Criminal;Delincuente
character_identity;19;Deceiver;Engañador
character_identity;20;Deliverer;libertador
character_identity;21;Dependent;Dependiente
character_identity;22;Driver/Pilot;Conductor/Piloto
character_identity;23;Elite;Élite
character_identity;24;Enemy;Enemigo
character_identity;25;Enforcer;ejecutor
character_identity;26;Engineer;Ingeniero
character_identity;27;Entertainer;Artista
character_identity;28;Executive;Ejecutivo
character_identity;29;Expert;Experto
character_identity;30;Explorer;Explorador
character_identity;31;Family;Familia
character_identity;32;Farmer;Agricultor
character_identity;33;Fighter;Combatiente
character_identity;34;Fixer;Fijador
character_identity;35;Foreigner;Extranjero
character_identity;36;Friend;Amigo
character_identity;37;Gambler;Jugador
character_identity;38;Gatherer;recolector
character_identity;39;Guardian;guardián
character_identity;40;Healer;Curador
character_identity;41;Helpless;Indefenso
character_identity;42;Hero;Héroe
character_identity;43;Hunter;Cazador
character_identity;44;Information;Información
character_identity;45;Innocent;Inocente
character_identity;46;Inspector;Inspector
character_identity;47;Intellectual;Intelectual
character_identity;48;Investigator;Investigador
character_identity;49;Judge;Juez
character_identity;50;Killer;Asesino
character_identity;51;Laborer;Obrero
character_identity;52;Lackey;Lacayo
character_identity;53;Law;Ley
character_identity;54;Leader;Líder
character_identity;55;Legal;Legal
character_identity;56;Lost;Perdido
character_identity;57;Mechanical;Mecánico
character_identity;58;Mediator;Mediador
character_identity;59;Merchant;Comerciante
character_identity;60;Messenger;Mensajero
character_identity;61;Military;Militar
character_identity;62;Mundane;Mundano
character_identity;63;Mystery;Misterio
character_identity;64;Official;Oficial
character_identity;65;Organizer;Organizador
character_identity;66;Outsider;Forastero
character_identity;67;Performer;Ejecutante
character_identity;68;Persecutor;Perseguidor
character_identity;69;Planner;Planificador
character_identity;70;Pleaser;complaciente
character_identity;71;Power;Fuerza
character_identity;72;Prisoner;Prisionero
character_identity;73;Professional;Profesional
character_identity;74;Protector;Protector
character_identity;75;Public;Público
character_identity;76;Punish;Castigar
character_identity;77;Radical;Radical
character_identity;78;Religious;Religioso
character_identity;79;Represent;Representar
character_identity;80;Rogue;Pícaro
character_identity;81;Ruffian;Rufián
character_identity;82;Ruler;Gobernante
character_identity;83;Scholar;Erudito
character_identity;84;Scientist;Científico
character_identity;85;Scout;Explorar
character_identity;86;Servant;Servidor
character_identity;87;Socialite;Mundano
character_identity;88;Soldier;Soldado
character_identity;89;Student;Alumno
character_identity;90;Subverter;subvertidor
character_identity;91;Supporter;Seguidor
character_identity;92;Survivor;Sobreviviente
character_identity;93;Teacher;Maestro
character_identity;94;Thief;Ladrón
character_identity;95;Trader;Comerciante
character_identity;96;Victim;Víctima
character_identity;97;Villain;Villano
character_identity;98;Wanderer;Vagabundo
character_identity;99;Warrior;Guerrero
character_motivations;name;Character motivations;Motivaciones del personaje
character_motivations;0;Adventure;Aventura
character_motivations;1;Adversity;Adversidad
character_motivations;2;Ambition;Ambición
character_motivations;3;Anger;Enojo
character_motivations;4;Approval;Aprobación
character_motivations;5;Art;Arte
character_motivations;6;Attain;Alcanzar
character_motivations;7;Business;Negocio
character_motivations;8;Change;Cambiar
character_motivations;9;Character;Personaje
character_motivations;10;Conflict;Conflicto
character_motivations;11;Control;Control
character_motivations;12;Create;Crear
character_motivations;13;Danger;Peligro
character_motivations;14;Death;Muerte
character_motivations;15;Deceive;Engañar
character_motivations;16;Destroy;Destruir
character_motivations;17;Diminish;Disminuir
character_motivations;18;Disrupt;Interrumpir
character_motivations;19;Emotion;Emoción
character_motivations;20;Enemy;Enemigo
character_motivations;21;Environment;Ambiente
character_motivations;22;Escape;Escapar
character_motivations;23;Failure;Falla
character_motivations;24;Fame;Fama
character_motivations;25;Family;Familia
character_motivations;26;Fear;Miedo
character_motivations;27;Fight;Luchar
character_motivations;28;Find;Encontrar
character_motivations;29;Free;Gratis
character_motivations;30;Friend;Amigo
character_motivations;31;Goal;Meta
character_motivations;32;Gratify;Satisfacer
character_motivations;33;Group;Grupo
character_motivations;34;Guide;Guía
character_motivations;35;Guilt;Culpa
character_motivations;36;Hate;Odiar
character_motivations;37;Heal;Sanar
character_motivations;38;Help;Ayuda
character_motivations;39;Hide;Esconder
character_motivations;40;Home;Hogar
character_motivations;41;Hope;Esperanza
character_motivations;42;Idea;Idea
character_motivations;43;Illness;Enfermedad
character_motivations;44;Important;Importante
character_motivations;45;Imprison;Encarcelar
character_motivations;46;Increase;Aumentar
character_motivations;47;Information;Información
character_motivations;48;Innocent;Inocente
character_motivations;49;Intellect;Intelecto
character_motivations;50;Intolerance;Intolerancia
character_motivations;51;Investment;Inversión
character_motivations;52;Jealousy;Celos
character_motivations;53;Joy;Alegría
character_motivations;54;Justice;Justicia
character_motivations;55;Leader;Líder
character_motivations;56;Legal;Legal
character_motivations;57;Loss;Pérdida
character_motivations;58;Love;Amar
character_motivations;59;Loyalty;Lealtad
character_motivations;60;Malice;Malicia
character_motivations;61;Misfortune;Desgracia
character_motivations;62;Mistrust;Desconfianza
character_motivations;63;Mundane;Mundano
character_motivations;64;Mysterious;Misterioso
character_motivations;65;Nature;Naturaleza
character_motivations;66;Object;Objeto
character_motivations;67;Obligation;Obligación
character_motivations;68;Official;Oficial
character_motivations;69;Oppose;Oponerse a
character_motivations;70;Pain;Dolor
character_motivations;71;Passion;Pasión
character_motivations;72;Path;Camino
character_motivations;73;Peace;Paz
character_motivations;74;Physical;Físico
character_motivations;75;Place;Lugar
character_motivations;76;Plan;Plan
character_motivations;77;Pleasure;Placer
character_motivations;78;Power;Fuerza
character_motivations;79;Pride;Orgullo
character_motivations;80;Protect;Proteger
character_motivations;81;Pursue;Buscar
character_motivations;82;Rare;Extraño
character_motivations;83;Recover;Recuperar
character_motivations;84;Reveal;Revelar
character_motivations;85;Revenge;Venganza
character_motivations;86;Riches;Riqueza
character_motivations;87;Safety;Seguridad
character_motivations;88;Search;Buscar
character_motivations;89;Serve;Atender
character_motivations;90;Start;Comenzar
character_motivations;91;Stop;Detener
character_motivations;92;Strange;Extraño
character_motivations;93;Struggle;Lucha
character_motivations;94;Success;Éxito
character_motivations;95;Suffering;Sufrimiento
character_motivations;96;Support;Apoyo
character_motivations;97;Take;Llevar
character_motivations;98;Transform;Transformar
character_motivations;99;Travel;Viajar
character_personality;name;Character personality;Personalidad del personaje
character_personality;0;Active;Activo
character_personality;1;Adventurous;Aventurero
character_personality;2;Aggressive;Agresivo
character_personality;3;Agreeable;Agradable
character_personality;4;Ambitious;Ambicioso
character_personality;5;Amusing;Divertido
character_personality;6;Angry;Enojado
character_personality;7;Annoying;Irritante
character_personality;8;Anxious;Ansioso
character_personality;9;Arrogant;Arrogante
character_personality;10;Average;Promedio
character_personality;11;Awkward;Extraño
character_personality;12;Bad;Malo
character_personality;13;Bitter;Amargo
character_personality;14;Bold;Atrevido
character_personality;15;Brave;Corajudo
character_personality;16;Calm;Calma
character_personality;17;Careful;Cuidadoso
character_personality;18;Careless;Descuidado
character_personality;19;Classy;De buen tono
character_personality;20;Cold;Frío
character_personality;21;Collector;Coleccionista
character_personality;22;Committed;Comprometido
character_personality;23;Competitive;Competitivo
character_personality;24;Confident;Seguro
character_personality;25;Control;Control
character_personality;26;Crazy;Loco
character_personality;27;Creative;Creativo
character_personality;28;Crude;Crudo
character_personality;29;Curious;Curioso
character_personality;30;Deceptive;Engañoso
character_personality;31;Determined;Determinado
character_personality;32;Devoted;Dedicado
character_personality;33;Disagreeable;Desagradable
character_personality;34;Dull;Aburrido
character_personality;35;Emotion;Emoción
character_personality;36;Empathetic;empático
character_personality;37;Fair;Justo
character_personality;38;Fastidious;Fastidioso
character_personality;39;Follower;Seguidor
character_personality;40;Foolish;Necio
character_personality;41;Friendly;Amigable
character_personality;42;Good;Bien
character_personality;43;Gourmet;Gastrónomo
character_personality;44;Greed;Codicia
character_personality;45;Haunted;Obsesionado
character_personality;46;Helpful;Útil
character_personality;47;Honest;Honesto
character_personality;48;Honor;Honor
character_personality;49;Humble;Humilde
character_personality;50;Humorous;Humorístico
character_personality;51;Inconsistent;Inconsistente
character_personality;52;Independent;Independiente
character_personality;53;Interesting;Interesante
character_personality;54;Intolerant;Intolerante
character_personality;55;Irresponsible;Irresponsable
character_personality;56;Knowledgeable;Experto
character_personality;57;Larcenous;Hurto
character_personality;58;Leader;Líder
character_personality;59;Likable;Agradable
character_personality;60;Loyal;Leal
character_personality;61;Manipulative;Manipulativo
character_personality;62;Mercurial;Mercurial
character_personality;63;Naive;Ingenuo
character_personality;64;Nervous;Nervioso
character_personality;65;Oblivious;Inadvertido
character_personality;66;Obstinate;Obstinado
character_personality;67;Optimistic;Optimista
character_personality;68;Perceptive;Perceptivo
character_personality;69;Perfectionist;Perfeccionista
character_personality;70;Practical;Práctico
character_personality;71;Prepared;Preparado
character_personality;72;Principled;De principios
character_personality;73;Protect;Proteger
character_personality;74;Quiet;Tranquilo
character_personality;75;Quirky;Peculiar
character_personality;76;Rash;Erupción
character_personality;77;Rational;Racional
character_personality;78;Respectful;Respetuoso
character_personality;79;Responsible;Responsable
character_personality;80;Restless;Inquieto
character_personality;81;Risk;Riesgo
character_personality;82;Rude;Brusco
character_personality;83;Savvy;Comprensión
character_personality;84;Searching;buscando
character_personality;85;Selfish;Egoísta
character_personality;86;Selfless;Desinteresado
character_personality;87;Shallow;Poco profundo
character_personality;88;Social;Social
character_personality;89;Strange;Extraño
character_personality;90;Strong;Fuerte
character_personality;91;Studious;Estudioso
character_personality;92;Superstitious;Supersticioso
character_personality;93;Tolerant;Tolerante
character_personality;94;Vindictive;Vengativo
character_personality;95;Vocal;Vocal
character_personality;96;Wary;Cauteloso
character_personality;97;Weak;Débil
character_personality;98;Wild;Salvaje
character_personality;99;Wise;Inteligente
character_skills;name;Character skills;Habilidades de carácter
character_skills;0;Activity;Actividad
character_skills;1;Adversity;Adversidad
character_skills;2;Agility;Agilidad
character_skills;3;Animals;animales
character_skills;4;Art;Arte
character_skills;5;Assist;Asistir
character_skills;6;Athletic;Atlético
character_skills;7;Attack;Ataque
character_skills;8;Attain;Alcanzar
character_skills;9;Average;Promedio
character_skills;10;Balance;Balance
character_skills;11;Beginner;Principiante
character_skills;12;Bestow;Otorgar
character_skills;13;Block;Bloquear
character_skills;14;Business;Negocio
character_skills;15;Change;Cambiar
character_skills;16;Combat;Combate
character_skills;17;Communicate;Comunicar
character_skills;18;Conflict;Conflicto
character_skills;19;Control;Control
character_skills;20;Create;Crear
character_skills;21;Criminal;Delincuente
character_skills;22;Damage;Daño
character_skills;23;Danger;Peligro
character_skills;24;Deceit;Engaño
character_skills;25;Decrease;Disminuir
character_skills;26;Defense;Defensa
character_skills;27;Develop;Desarrollar
character_skills;28;Dispute;Disputar
character_skills;29;Disrupt;Interrumpir
character_skills;30;Domestic;Doméstico
character_skills;31;Dominate;Dominar
character_skills;32;Driving;Conduciendo
character_skills;33;Elements;Elementos
character_skills;34;Energy;Energía
character_skills;35;Environment;Ambiente
character_skills;36;Experienced;Experimentado
character_skills;37;Expert;Experto
character_skills;38;Fight;Luchar
character_skills;39;Free;Gratis
character_skills;40;Guide;Guía
character_skills;41;Harm;Dañar
character_skills;42;Heal;Sanar
character_skills;43;Health;Salud
character_skills;44;Increase;Aumentar
character_skills;45;Inform;Informar
character_skills;46;Information;Información
character_skills;47;Inquire;Preguntar
character_skills;48;Inspect;Inspeccionar
character_skills;49;Intellect;Intelecto
character_skills;50;Invade;Invadir
character_skills;51;Investigative;Investigador
character_skills;52;Knowledge;Conocimiento
character_skills;53;Leadership;Liderazgo
character_skills;54;Legal;Legal
character_skills;55;Lethal;Letal
character_skills;56;Lie;Mentir
character_skills;57;Master;Maestro
character_skills;58;Mechanical;Mecánico
character_skills;59;Medical;Médico
character_skills;60;Mental;Mental
character_skills;61;Military;Militar
character_skills;62;Motion;Movimiento
character_skills;63;Move;Mover
character_skills;64;Mundane;Mundano
character_skills;65;Mysterious;Misterioso
character_skills;66;Nature;Naturaleza
character_skills;67;Normal;Normal
character_skills;68;Obstacles;Obstáculos
character_skills;69;Official;Oficial
character_skills;70;Open;Abierto
character_skills;71;Oppose;Oponerse a
character_skills;72;Perception;Percepción
character_skills;73;Practical;Práctico
character_skills;74;Professional;Profesional
character_skills;75;Ranged;a distancia
character_skills;76;Release;Liberar
character_skills;77;Rogue;Pícaro
character_skills;78;Ruin;Ruina
character_skills;79;Simple;Simple
character_skills;80;Social;Social
character_skills;81;Specialist;Especialista
character_skills;82;Start;Comenzar
character_skills;83;Stop;Detener
character_skills;84;Strange;Extraño
character_skills;85;Strength;Fortaleza
character_skills;86;Struggle;Lucha
character_skills;87;Suppress;Reprimir
character_skills;88;Take;Llevar
character_skills;89;Technology;Tecnología
character_skills;90;Transform;Transformar
character_skills;91;Travel;Viajar
character_skills;92;Trick;Truco
character_skills;93;Usurp;Usurpar
character_skills;94;Vehicle;Vehículo
character_skills;95;Violence;Violencia
character_skills;96;Water;Agua
character_skills;97;Weapon;Arma
character_skills;98;Weather;Clima
character_skills;99;Wounds;Heridas
character_traits_flaws;name;Character traits & flaws;Rasgos y defectos de carácter
character_traits_flaws;0;Academic;Académico
character_traits_flaws;1;Adversity;Adversidad
character_traits_flaws;2;Animal;Animal
character_traits_flaws;3;Assist;Asistir
character_traits_flaws;4;Attract;Atraer
character_traits_flaws;5;Beautiful;Hermoso
character_traits_flaws;6;Benefits;Beneficios
character_traits_flaws;7;Bestow;Otorgar
character_traits_flaws;8;Bizarre;Extraño
character_traits_flaws;9;Block;Bloquear
character_traits_flaws;10;Burden;Carga
character_traits_flaws;11;Combat;Combate
character_traits_flaws;12;Communicate;Comunicar
character_traits_flaws;13;Connection;Conexión
character_traits_flaws;14;Control;Control
character_traits_flaws;15;Create;Crear
character_traits_flaws;16;Criminal;Delincuente
character_traits_flaws;17;Damaged;Dañado
character_traits_flaws;18;Dangerous;Peligroso
character_traits_flaws;19;Decrease;Disminuir
character_traits_flaws;20;Defense;Defensa
character_traits_flaws;21;Delicate;Delicado
character_traits_flaws;22;Different;Diferente
character_traits_flaws;23;Dominate;Dominar
character_traits_flaws;24;Driven;Impulsado
character_traits_flaws;25;Emotion;Emoción
character_traits_flaws;26;Enemy;Enemigo
character_traits_flaws;27;Energy;Energía
character_traits_flaws;28;Environment;Ambiente
character_traits_flaws;29;Failure;Falla
character_traits_flaws;30;Fame;Fama
character_traits_flaws;31;Familiar;Familiar
character_traits_flaws;32;Fast;Rápido
character_traits_flaws;33;Feeble;Débil
character_traits_flaws;34;Flawless;Impecable
character_traits_flaws;35;Focused;enfocado
character_traits_flaws;36;Fortunate;Afortunado
character_traits_flaws;37;Friends;Amigos
character_traits_flaws;38;Good;Bien
character_traits_flaws;39;Healthy;Saludable
character_traits_flaws;40;Illness;Enfermedad
character_traits_flaws;41;Impaired;Dañado
character_traits_flaws;42;Increase;Aumentar
character_traits_flaws;43;Information;Información
character_traits_flaws;44;Inspect;Inspeccionar
character_traits_flaws;45;Intellect;Intelecto
character_traits_flaws;46;Intense;Intenso
character_traits_flaws;47;Interesting;Interesante
character_traits_flaws;48;Lacking;Carente
character_traits_flaws;49;Large;Grande
character_traits_flaws;50;Leadership;Liderazgo
character_traits_flaws;51;Legal;Legal
character_traits_flaws;52;Less;Menos
character_traits_flaws;53;Lethal;Letal
character_traits_flaws;54;Limited;Limitado
character_traits_flaws;55;Loyal;Leal
character_traits_flaws;56;Mental;Mental
character_traits_flaws;57;Military;Militar
